Date,Open,High,Low,Close,Adj Close,Volume
2013-07-01,77.910004,78.800003,77.769997,78.349998,78.349998,677800
2013-07-02,78.230003,78.889999,77.510002,77.779999,77.779999,916800
2013-07-03,77.5,78.18,77.010002,77.910004,77.910004,334800
2013-07-05,78.720001,79.150002,78.18,79.07,79.07,475600
2013-07-08,79.660004,79.809998,79.139999,79.309998,79.309998,666300
2013-07-09,79.870003,81.059998,79.870003,80.58000200000001,80.58000200000001,781200
2013-07-10,80.489998,80.949997,79.529999,79.959999,79.959999,984300
2013-07-11,81.230003,81.75,80.910004,81.529999,81.529999,883200
2013-07-12,81.339996,82.349998,81.120003,82.300003,82.300003,888300
2013-07-15,82.400002,82.620003,81.970001,82.199997,82.199997,893700
2013-07-16,82.120003,82.440002,81.120003,81.510002,81.510002,541900
2013-07-17,81.849998,81.970001,80.83000200000001,80.980003,80.980003,713400
2013-07-18,81.010002,82.139999,81.010002,81.790001,81.790001,823800
2013-07-19,81.870003,83.129997,81.5,83.120003,83.120003,959900
2013-07-22,83.199997,83.800003,82.989998,83.459999,83.459999,1013100
2013-07-23,83.589996,84.230003,83.260002,83.889999,83.889999,1124200
2013-07-24,84.07,84.25,82.230003,82.510002,82.510002,1264200
2013-07-25,81.940002,82.75,81.260002,82.510002,82.510002,1167800
2013-07-26,83.75,84.739998,83.099998,84.019997,84.019997,1845200
2013-07-29,83.779999,84.370003,82.980003,84.059998,84.059998,880500
2013-07-30,84.089996,84.389999,83.440002,83.809998,83.809998,595600
2013-07-31,83.860001,85.120003,83.650002,84.620003,84.620003,930300
2013-08-01,85.220001,87.129997,84.989998,86.980003,86.980003,1013500
2013-08-02,86.5,87.68,86.110001,87.620003,87.620003,960100
2013-08-05,87.25,87.849998,86.720001,86.879997,86.879997,913000
2013-08-06,86.75,86.989998,85.459999,85.699997,85.699997,636600
2013-08-07,85.339996,85.860001,84.790001,85.769997,85.769997,865500
2013-08-08,85.050003,86.379997,85.050003,85.58000200000001,85.58000200000001,814100
2013-08-09,85.589996,85.839996,84.949997,85.599998,85.599998,587500
2013-08-12,85.360001,88.660004,85.239998,88.190002,88.190002,2163500
2013-08-13,88.300003,89.43,87.790001,88.809998,88.809998,1575800
2013-08-14,89.029999,89.5,87.57,87.970001,87.970001,896000
2013-08-15,87.0,87.150002,86.07,86.91999799999999,86.91999799999999,885600
2013-08-16,86.610001,87.449997,86.400002,86.800003,86.800003,589700
2013-08-19,86.809998,86.910004,85.779999,86.18,86.18,4573000
2013-08-20,86.190002,87.110001,85.989998,86.75,86.75,792300
2013-08-21,86.690002,87.5,86.199997,86.449997,86.449997,672700
2013-08-22,86.660004,87.889999,86.660004,87.629997,87.629997,569200
2013-08-23,87.699997,87.970001,87.050003,87.599998,87.599998,602200
2013-08-26,87.41999799999999,87.639999,86.620003,86.800003,86.800003,516300
2013-08-27,85.800003,85.870003,84.349998,84.589996,84.589996,778200
2013-08-28,84.709999,85.33000200000001,84.33000200000001,85.18,85.18,1029200
2013-08-29,85.0,86.709999,84.779999,85.849998,85.849998,2709600
2013-08-30,86.16999799999999,86.18,85.010002,85.260002,85.260002,660100
2013-09-03,86.459999,87.18,85.610001,86.220001,86.220001,736200
2013-09-04,85.559998,86.57,85.510002,86.099998,86.099998,720400
2013-09-05,86.019997,86.93,85.879997,86.660004,86.660004,547900
2013-09-06,87.089996,88.360001,85.900002,87.269997,87.269997,695000
2013-09-09,87.639999,88.540001,87.610001,88.129997,88.129997,449900
2013-09-10,88.75,89.550003,88.449997,89.41999799999999,89.41999799999999,854400
2013-09-11,89.440002,89.860001,88.980003,89.459999,89.459999,934300
2013-09-12,89.589996,89.800003,88.900002,89.239998,89.239998,827900
2013-09-13,89.489998,89.739998,88.690002,89.260002,89.260002,473700
2013-09-16,90.349998,90.559998,89.610001,89.660004,89.660004,777800
2013-09-17,89.660004,90.050003,89.370003,89.650002,89.650002,616600
2013-09-18,89.860001,91.610001,89.07,91.489998,91.489998,1004600
2013-09-19,91.739998,92.360001,91.440002,91.5,91.5,629600
2013-09-20,91.209999,91.849998,89.959999,90.129997,90.129997,994800
2013-09-23,90.010002,90.010002,88.349998,89.07,89.07,836300
2013-09-24,89.029999,90.360001,89.029999,89.589996,89.589996,942000
2013-09-25,90.18,90.360001,89.400002,89.769997,89.769997,963800
2013-09-26,89.989998,90.720001,89.760002,90.510002,90.510002,613200
2013-09-27,90.0,90.849998,89.83000200000001,90.589996,90.589996,641500
2013-09-30,89.690002,90.760002,89.690002,90.57,90.57,652900
2013-10-01,91.230003,92.760002,91.110001,92.360001,92.360001,1468100
2013-10-02,91.790001,92.18,90.93,91.309998,91.309998,1642900
2013-10-03,90.970001,91.389999,89.940002,90.860001,90.860001,1117600
2013-10-04,91.0,91.540001,90.900002,91.139999,91.139999,904600
2013-10-07,90.449997,90.900002,89.970001,90.029999,90.029999,903000
2013-10-08,89.900002,90.470001,88.650002,88.879997,88.879997,1108000
2013-10-09,89.160004,89.220001,87.949997,88.400002,88.400002,1127300
2013-10-10,89.33000200000001,90.25,89.110001,90.25,90.25,733100
2013-10-11,90.150002,91.5,90.059998,91.300003,91.300003,624900
2013-10-14,90.540001,91.599998,90.0,91.58000200000001,91.58000200000001,741100
2013-10-15,91.260002,91.599998,89.220001,89.510002,89.510002,1725800
2013-10-16,79.629997,79.940002,75.41999799999999,76.75,76.75,13708500
2013-10-17,76.120003,76.599998,74.129997,74.370003,74.370003,6128600
2013-10-18,74.93,77.43,74.41999799999999,77.160004,77.160004,4525400
2013-10-21,77.160004,77.809998,77.059998,77.489998,77.489998,2142000
2013-10-22,77.489998,77.699997,76.559998,77.360001,77.360001,2476100
2013-10-23,77.279999,77.32,75.790001,76.389999,76.389999,2559500
2013-10-24,76.739998,77.83000200000001,76.209999,77.75,77.75,1318300
2013-10-25,77.690002,78.489998,77.150002,78.459999,78.459999,1708900
2013-10-28,78.599998,78.620003,78.059998,78.389999,78.389999,1391500
2013-10-29,78.58000200000001,79.910004,78.440002,79.870003,79.870003,1641500
2013-10-30,79.980003,80.300003,78.650002,78.730003,78.730003,1720900
2013-10-31,78.379997,79.290001,77.489998,79.089996,79.089996,1053100
2013-11-01,79.33000200000001,79.459999,78.16999799999999,79.050003,79.050003,745000
2013-11-04,79.269997,79.709999,78.989998,79.629997,79.629997,727300
2013-11-05,79.5,79.519997,78.379997,78.540001,78.540001,1291000
2013-11-06,79.290001,80.599998,78.93,80.589996,80.589996,1411200
2013-11-07,80.589996,82.660004,80.510002,81.050003,81.050003,3342400
2013-11-08,80.760002,81.489998,80.43,80.879997,80.879997,1728100
2013-11-11,80.809998,82.120003,80.730003,81.610001,81.610001,890800
2013-11-12,81.910004,82.290001,81.349998,81.82,81.82,981100
2013-11-13,81.160004,82.68,81.160004,82.370003,82.370003,2093900
2013-11-14,82.349998,82.559998,81.849998,81.959999,81.959999,1502100
2013-11-15,81.989998,82.809998,81.83000200000001,82.639999,82.639999,1558200
2013-11-18,83.0,84.0,82.440002,82.739998,82.739998,1494700
2013-11-19,82.519997,82.870003,81.58000200000001,81.790001,81.790001,1092900
2013-11-20,82.33000200000001,82.400002,80.989998,81.18,81.18,1195800
2013-11-21,81.239998,82.0,81.139999,81.41999799999999,81.41999799999999,1195200
2013-11-22,81.279999,82.139999,80.33000200000001,82.050003,82.050003,1115800
2013-11-25,82.33000200000001,82.489998,80.489998,80.650002,80.650002,1302200
2013-11-26,81.0,81.400002,80.300003,80.839996,80.839996,2111600
2013-11-27,80.730003,81.32,80.550003,81.029999,81.029999,1160100
2013-11-29,80.91999799999999,81.599998,80.540001,81.389999,81.389999,610600
2013-12-02,81.379997,81.550003,79.410004,79.529999,79.529999,1443400
2013-12-03,79.389999,79.970001,79.160004,79.82,79.82,1489600
2013-12-04,78.989998,80.599998,78.870003,79.589996,79.589996,1181300
2013-12-05,79.360001,80.110001,79.290001,79.769997,79.769997,1427200
2013-12-06,80.730003,81.370003,80.540001,80.709999,80.709999,957900
2013-12-09,80.58000200000001,81.110001,80.43,80.900002,80.900002,874100
2013-12-10,80.870003,81.300003,80.510002,80.709999,80.709999,1177200
2013-12-11,80.459999,80.800003,78.970001,79.349998,79.349998,1989800
2013-12-12,79.769997,81.029999,79.360001,80.550003,80.550003,2708700
2013-12-13,80.760002,81.16999799999999,79.989998,80.480003,80.480003,995800
2013-12-16,80.550003,81.019997,79.910004,80.029999,80.029999,1805000
2013-12-17,80.220001,80.519997,79.629997,79.769997,79.769997,1192900
2013-12-18,80.019997,80.900002,79.050003,80.550003,80.550003,1860000
2013-12-19,80.540001,81.110001,80.449997,80.730003,80.730003,1859100
2013-12-20,80.83000200000001,81.32,80.489998,80.559998,80.559998,2429900
2013-12-23,81.290001,81.529999,80.639999,80.949997,80.949997,1588300
2013-12-24,81.120003,81.290001,80.400002,80.650002,80.650002,697500
2013-12-26,80.93,81.139999,80.550003,81.040001,81.040001,1249200
2013-12-27,81.050003,81.110001,80.839996,81.010002,81.010002,1133000
2013-12-30,81.0,81.300003,80.900002,81.25,81.25,1250700
2013-12-31,81.25,81.489998,80.190002,80.690002,80.690002,975800
2014-01-02,80.57,80.790001,79.68,80.18,80.18,715600
2014-01-03,80.370003,80.900002,80.209999,80.379997,80.379997,874000
2014-01-06,80.75,80.849998,79.550003,79.639999,79.639999,1123500
2014-01-07,79.639999,80.260002,79.010002,79.980003,79.980003,1485400
2014-01-08,80.029999,80.769997,79.839996,80.08000200000001,80.08000200000001,1727800
2014-01-09,80.300003,80.879997,79.75,80.300003,80.300003,1642900
2014-01-10,80.32,81.66999799999999,80.059998,81.41999799999999,81.41999799999999,1567000
2014-01-13,81.050003,81.290001,80.019997,80.150002,80.150002,1289200
2014-01-14,81.349998,82.660004,81.209999,82.199997,82.199997,2172900
2014-01-15,82.010002,83.220001,81.959999,82.540001,82.540001,1270600
2014-01-16,82.559998,82.940002,82.290001,82.389999,82.389999,1806400
2014-01-17,82.160004,82.389999,80.82,81.16999799999999,81.16999799999999,2185500
2014-01-21,81.41999799999999,81.660004,80.57,81.0,81.0,2067600
2014-01-22,80.970001,81.300003,80.769997,80.93,80.93,1128900
2014-01-23,80.5,80.779999,79.83000200000001,80.410004,80.410004,1931900
2014-01-24,80.949997,82.760002,77.5,77.809998,77.809998,4309600
2014-01-27,78.059998,78.25,76.199997,77.349998,77.349998,2364600
2014-01-28,77.339996,78.0,77.190002,77.93,77.93,1704300
2014-01-29,77.449997,78.82,77.199997,78.029999,78.029999,1965700
2014-01-30,78.370003,78.58000200000001,77.510002,77.870003,77.870003,1105200
2014-01-31,76.690002,77.93,76.18,77.400002,77.400002,2216600
2014-02-03,78.0,78.559998,75.589996,75.639999,75.639999,1936000
2014-02-04,75.940002,76.33000200000001,75.349998,76.110001,76.110001,1379000
2014-02-05,75.959999,76.400002,75.0,75.650002,75.650002,1876500
2014-02-06,75.93,76.790001,75.760002,76.459999,76.459999,1174000
2014-02-07,76.800003,78.910004,76.760002,78.800003,78.800003,1572300
2014-02-10,78.860001,79.349998,78.779999,78.959999,78.959999,1371500
2014-02-11,78.860001,80.459999,78.860001,80.010002,80.010002,1468900
2014-02-12,80.120003,80.989998,80.110001,80.620003,80.620003,1331100
2014-02-13,80.150002,80.809998,79.849998,80.589996,80.589996,1337000
2014-02-14,80.690002,81.529999,80.470001,81.32,81.32,715400
2014-02-18,81.349998,81.599998,80.610001,81.279999,81.279999,1251900
2014-02-19,81.010002,81.82,80.610001,80.660004,80.660004,903500
2014-02-20,80.889999,81.68,80.519997,81.43,81.43,1078500
2014-02-21,81.489998,81.959999,81.160004,81.739998,81.739998,1325500
2014-02-24,81.949997,82.690002,81.849998,82.08000200000001,82.08000200000001,1137100
2014-02-25,81.959999,82.519997,81.610001,81.709999,81.709999,935900
2014-02-26,81.709999,82.5,81.610001,82.0,82.0,872000
2014-02-27,81.809998,83.150002,81.709999,82.949997,82.949997,1264300
2014-02-28,83.120003,83.760002,82.540001,83.040001,83.040001,1330800
2014-03-03,81.620003,82.279999,81.300003,81.75,81.75,1029800
2014-03-04,82.559998,82.82,81.699997,82.0,82.0,1146800
2014-03-05,82.029999,82.139999,81.400002,81.540001,81.540001,1174000
2014-03-06,81.760002,82.099998,81.639999,81.879997,81.879997,610700
2014-03-07,82.07,82.68,81.720001,82.510002,82.510002,1224900
2014-03-10,82.190002,82.400002,81.339996,81.900002,81.900002,740100
2014-03-11,82.739998,82.959999,81.379997,81.470001,81.470001,1259300
2014-03-12,81.0,81.269997,80.129997,80.559998,80.559998,1734900
2014-03-13,80.360001,80.989998,78.730003,79.089996,79.089996,1464300
2014-03-14,78.970001,79.83000200000001,78.879997,79.019997,79.019997,1516500
2014-03-17,79.550003,80.519997,79.400002,80.370003,80.370003,1247800
2014-03-18,80.440002,80.620003,80.029999,80.160004,80.160004,937500
2014-03-19,80.589996,80.709999,79.050003,79.540001,79.540001,1079300
2014-03-20,79.260002,80.029999,78.690002,79.959999,79.959999,1268500
2014-03-21,80.660004,80.75,79.339996,79.709999,79.709999,2231000
2014-03-24,79.66999799999999,80.16999799999999,78.900002,79.339996,79.339996,710900
2014-03-25,79.699997,80.5,79.489998,80.33000200000001,80.33000200000001,944100
2014-03-26,80.790001,81.0,79.389999,79.410004,79.410004,713600
2014-03-27,79.410004,79.559998,78.5,79.08000200000001,79.08000200000001,671600
2014-03-28,79.239998,80.75,79.120003,80.690002,80.690002,1158000
2014-03-31,81.0,81.339996,80.57,81.239998,81.239998,1040400
2014-04-01,81.120003,82.019997,81.120003,81.779999,81.779999,1399900
2014-04-02,81.940002,82.239998,81.690002,81.83000200000001,81.83000200000001,1243400
2014-04-03,82.089996,82.16999799999999,81.510002,81.610001,81.610001,835000
2014-04-04,81.690002,82.160004,80.529999,80.75,80.75,1065500
2014-04-07,80.510002,80.720001,78.769997,79.099998,79.099998,1201000
2014-04-08,79.010002,79.529999,78.360001,78.870003,78.870003,1743400
2014-04-09,79.040001,80.449997,78.889999,80.290001,80.290001,1618200
2014-04-10,80.0,80.66999799999999,78.389999,78.389999,78.389999,947600
2014-04-11,77.91999799999999,78.309998,75.900002,77.58000200000001,77.58000200000001,1288800
2014-04-14,78.339996,78.440002,77.720001,78.300003,78.300003,1114000
2014-04-15,78.440002,80.279999,78.41999799999999,80.220001,80.220001,1763300
2014-04-16,80.83000200000001,81.519997,80.110001,81.480003,81.480003,1670000
2014-04-17,81.730003,82.300003,81.449997,81.91999799999999,81.91999799999999,1781800
2014-04-21,81.529999,81.879997,81.120003,81.620003,81.620003,840500
2014-04-22,81.790001,82.5,81.339996,81.730003,81.730003,1338000
2014-04-23,82.559998,82.800003,81.93,82.440002,82.440002,2481800
2014-04-24,84.0,86.010002,83.83000200000001,85.529999,85.529999,4079600
2014-04-25,85.58000200000001,85.589996,84.129997,85.230003,85.230003,1965200
2014-04-28,85.519997,85.849998,83.459999,84.260002,84.260002,2227000
2014-04-29,84.839996,85.050003,83.940002,84.82,84.82,1543000
2014-04-30,84.83000200000001,86.0,84.410004,85.889999,85.889999,1177200
2014-05-01,85.690002,86.510002,85.5,85.989998,85.989998,1190600
2014-05-02,86.18,86.699997,85.699997,85.93,85.93,837200
2014-05-05,85.519997,86.029999,85.099998,85.730003,85.730003,823100
2014-05-06,85.5,85.75,85.059998,85.190002,85.190002,505600
2014-05-07,85.550003,86.220001,85.0,86.150002,86.150002,1194400
2014-05-08,85.860001,87.099998,85.68,86.400002,86.400002,810000
2014-05-09,86.279999,86.400002,85.57,86.33000200000001,86.33000200000001,564900
2014-05-12,86.650002,87.760002,86.650002,87.370003,87.370003,1071900
2014-05-13,87.370003,87.5,86.91999799999999,87.0,87.0,683800
2014-05-14,86.889999,87.139999,85.760002,85.779999,85.779999,760200
2014-05-15,85.540001,85.720001,84.190002,84.989998,84.989998,1022900
2014-05-16,85.120003,85.769997,84.57,85.699997,85.699997,817000
2014-05-19,85.58000200000001,86.57,85.32,86.459999,86.459999,825900
2014-05-20,86.16999799999999,86.379997,84.309998,84.870003,84.870003,1196500
2014-05-21,85.230003,86.230003,85.18,86.190002,86.190002,888900
2014-05-22,86.019997,86.879997,85.910004,86.129997,86.129997,666700
2014-05-23,86.089996,87.470001,85.860001,87.25,87.25,967300
2014-05-27,87.510002,88.059998,87.099998,87.400002,87.400002,725300
2014-05-28,87.440002,87.620003,87.07,87.400002,87.400002,527200
2014-05-29,87.41999799999999,87.75,86.489998,87.18,87.18,638100
2014-05-30,87.099998,87.540001,86.75,87.400002,87.400002,1499100
2014-06-02,87.089996,87.660004,86.449997,87.5,87.5,728500
2014-06-03,87.08000200000001,87.199997,86.480003,86.629997,86.629997,555600
2014-06-04,86.41999799999999,86.959999,86.099998,86.110001,86.110001,785000
2014-06-05,86.610001,87.760002,86.029999,87.58000200000001,87.58000200000001,1185200
2014-06-06,87.599998,88.099998,87.58000200000001,87.860001,87.860001,783000
2014-06-09,87.699997,88.879997,87.650002,88.260002,88.260002,762100
2014-06-10,88.16999799999999,88.239998,87.75,88.239998,88.239998,519500
2014-06-11,87.809998,87.809998,87.050003,87.459999,87.459999,588700
2014-06-12,87.300003,87.440002,86.760002,87.120003,87.120003,952400
2014-06-13,87.029999,87.370003,86.720001,87.16999799999999,87.16999799999999,772600
2014-06-16,87.07,87.769997,86.900002,87.760002,87.760002,676200
2014-06-17,87.309998,88.099998,86.639999,87.980003,87.980003,628800
2014-06-18,87.849998,88.410004,87.139999,88.269997,88.269997,584000
2014-06-19,88.370003,88.589996,87.860001,88.379997,88.379997,589300
2014-06-20,88.510002,89.050003,88.150002,89.019997,89.019997,1959100
2014-06-23,88.91999799999999,88.949997,88.08000200000001,88.470001,88.470001,666500
2014-06-24,88.07,88.629997,87.32,87.370003,87.370003,682700
2014-06-25,87.360001,88.33000200000001,87.190002,87.589996,87.589996,637300
2014-06-26,87.75,87.83000200000001,86.519997,87.260002,87.260002,616900
2014-06-27,87.16999799999999,88.059998,86.900002,88.040001,88.040001,1092600
2014-06-30,88.010002,88.260002,87.559998,87.82,87.82,692500
2014-07-01,88.129997,88.690002,87.91999799999999,87.959999,87.959999,731100
2014-07-02,88.050003,88.440002,87.68,87.839996,87.839996,522400
2014-07-03,88.190002,88.699997,87.980003,88.650002,88.650002,612200
2014-07-07,88.540001,88.540001,87.800003,88.129997,88.129997,1261300
2014-07-08,87.660004,87.949997,86.699997,87.059998,87.059998,802800
2014-07-09,87.25,87.589996,86.860001,87.120003,87.120003,511900
2014-07-10,86.099998,86.470001,85.809998,86.089996,86.089996,1082800
2014-07-11,86.019997,86.32,85.639999,85.889999,85.889999,830200
2014-07-14,86.589996,86.769997,86.220001,86.389999,86.389999,989500
2014-07-15,86.389999,86.389999,85.400002,85.650002,85.650002,1160900
2014-07-16,86.029999,86.510002,85.699997,86.260002,86.260002,1053300
2014-07-17,85.730003,85.989998,84.91999799999999,85.010002,85.010002,1200200
2014-07-18,85.339996,85.529999,84.940002,85.190002,85.190002,1254900
2014-07-21,85.040001,86.019997,84.83000200000001,85.82,85.82,683000
2014-07-22,86.279999,86.550003,86.16999799999999,86.33000200000001,86.33000200000001,745600
2014-07-23,86.300003,86.910004,85.879997,86.370003,86.370003,921800
2014-07-24,86.139999,86.559998,84.91999799999999,85.019997,85.019997,1522200
2014-07-25,87.16999799999999,90.970001,87.0,90.769997,90.769997,3535000
2014-07-28,90.75,91.25,90.290001,90.660004,90.660004,1395500
2014-07-29,90.489998,90.889999,89.209999,89.349998,89.349998,1680700
2014-07-30,89.510002,89.709999,88.559998,89.379997,89.379997,1180800
2014-07-31,88.970001,88.970001,87.410004,87.449997,87.449997,1280500
2014-08-01,86.970001,87.940002,86.629997,87.449997,87.449997,1319900
2014-08-04,87.690002,88.089996,86.889999,87.949997,87.949997,1100200
2014-08-05,87.519997,88.190002,86.410004,86.910004,86.910004,1268300
2014-08-06,86.410004,87.129997,86.010002,86.660004,86.660004,1312600
2014-08-07,87.160004,87.610001,86.57,86.860001,86.860001,777600
2014-08-08,87.0,88.230003,86.709999,88.230003,88.230003,811100
2014-08-11,88.559998,89.269997,88.389999,88.68,88.68,801600
2014-08-12,88.43,89.139999,88.360001,88.529999,88.529999,705800
2014-08-13,89.190002,89.599998,88.910004,89.370003,89.370003,571300
2014-08-14,89.449997,90.120003,89.309998,90.040001,90.040001,710500
2014-08-15,90.379997,90.400002,89.099998,89.779999,89.779999,834000
2014-08-18,90.199997,91.0,90.110001,90.410004,90.410004,954600
2014-08-19,90.629997,91.510002,90.43,91.08000200000001,91.08000200000001,1216600
2014-08-20,91.099998,91.83000200000001,91.0,91.540001,91.540001,917300
2014-08-21,91.629997,91.910004,90.959999,91.559998,91.559998,676800
2014-08-22,91.18,91.480003,90.800003,90.959999,90.959999,626900
2014-08-25,91.279999,91.489998,90.949997,91.160004,91.160004,537300
2014-08-26,91.18,91.5,90.879997,90.940002,90.940002,463500
2014-08-27,90.940002,91.16999799999999,90.510002,90.720001,90.720001,570200
2014-08-28,90.41999799999999,90.910004,89.790001,90.779999,90.779999,377800
2014-08-29,91.059998,91.959999,90.779999,91.5,91.5,939500
2014-09-02,91.279999,91.839996,91.220001,91.589996,91.589996,1467600
2014-09-03,91.720001,91.959999,91.160004,91.339996,91.339996,600000
2014-09-04,91.370003,92.139999,91.120003,91.290001,91.290001,660500
2014-09-05,91.16999799999999,92.0,90.400002,91.93,91.93,804000
2014-09-08,91.699997,92.459999,91.58000200000001,91.779999,91.779999,734800
2014-09-09,91.66999799999999,92.33000200000001,91.58000200000001,91.709999,91.709999,652900
2014-09-10,91.610001,92.220001,91.33000200000001,92.040001,92.040001,780200
2014-09-11,91.58000200000001,92.33000200000001,91.459999,92.120003,92.120003,1067700
2014-09-12,91.970001,92.120003,91.300003,91.889999,91.889999,768500
2014-09-15,91.720001,91.970001,91.360001,91.779999,91.779999,714100
2014-09-16,91.769997,92.230003,91.209999,91.900002,91.900002,739000
2014-09-17,91.809998,92.709999,91.809998,92.269997,92.269997,957100
2014-09-18,92.400002,93.559998,92.139999,93.459999,93.459999,2068000
2014-09-19,93.870003,95.400002,92.800003,93.25,93.25,2619700
2014-09-22,92.970001,93.25,91.349998,91.629997,91.629997,1026100
2014-09-23,91.349998,91.870003,90.91999799999999,91.459999,91.459999,1059200
2014-09-24,91.139999,91.860001,90.68,91.68,91.68,1089500
2014-09-25,91.519997,91.519997,90.260002,90.309998,90.309998,867000
2014-09-26,90.260002,90.459999,89.660004,90.230003,90.230003,876600
2014-09-29,89.57,90.139999,89.290001,89.980003,89.980003,598600
2014-09-30,90.110001,90.160004,88.489998,88.790001,88.790001,1202300
2014-10-01,88.790001,88.839996,87.18,87.5,87.5,1395600
2014-10-02,87.550003,87.889999,86.550003,87.260002,87.260002,686800
2014-10-03,87.57,88.110001,87.010002,88.0,88.0,966600
2014-10-06,88.440002,88.879997,88.160004,88.230003,88.230003,1120400
2014-10-07,87.550003,87.58000200000001,85.190002,85.220001,85.220001,1559100
2014-10-08,85.16999799999999,86.5,83.739998,86.360001,86.360001,1946300
2014-10-09,86.260002,86.33000200000001,84.019997,84.16999799999999,84.16999799999999,1381000
2014-10-10,84.279999,84.68,83.050003,83.58000200000001,83.58000200000001,1178100
2014-10-13,83.559998,84.18,81.279999,81.349998,81.349998,914000
2014-10-14,81.730003,83.360001,81.730003,82.57,82.57,1488700
2014-10-15,81.75,81.889999,79.029999,81.309998,81.309998,2124400
2014-10-16,80.050003,83.07,80.019997,82.879997,82.879997,1408100
2014-10-17,83.650002,85.050003,83.559998,84.190002,84.190002,1438900
2014-10-20,83.690002,84.480003,83.360001,84.459999,84.459999,1604800
2014-10-21,84.879997,86.459999,84.849998,86.089996,86.089996,2150800
2014-10-22,88.029999,89.610001,86.790001,87.410004,87.410004,2773000
2014-10-23,88.550003,89.879997,88.190002,88.980003,88.980003,1926200
2014-10-24,88.739998,90.220001,88.559998,90.120003,90.120003,921300
2014-10-27,89.879997,89.879997,89.110001,89.550003,89.550003,1090600
2014-10-28,90.25,91.589996,89.68,91.370003,91.370003,2600800
2014-10-29,91.610001,91.769997,90.57,91.470001,91.470001,1456600
2014-10-30,90.91999799999999,92.589996,90.57,92.07,92.07,772100
2014-10-31,92.800003,93.709999,92.610001,93.639999,93.639999,1053700
2014-11-03,93.75,94.389999,93.480003,93.610001,93.610001,847200
2014-11-04,93.360001,93.589996,92.779999,93.150002,93.150002,704900
2014-11-05,93.860001,93.959999,93.16999799999999,93.269997,93.269997,1156300
2014-11-06,93.58000200000001,94.589996,93.279999,94.400002,94.400002,1106600
2014-11-07,94.529999,95.32,94.129997,95.010002,95.010002,775400
2014-11-10,95.199997,95.93,94.769997,95.879997,95.879997,1169300
2014-11-11,95.730003,96.25,95.489998,95.83000200000001,95.83000200000001,856500
2014-11-12,95.5,96.410004,95.290001,96.209999,96.209999,1197700
2014-11-13,96.18,96.550003,95.510002,95.860001,95.860001,805700
2014-11-14,95.5,96.510002,95.5,95.66999799999999,95.66999799999999,650000
2014-11-17,95.58000200000001,95.599998,94.900002,95.18,95.18,998300
2014-11-18,95.300003,96.379997,94.989998,95.120003,95.120003,1104800
2014-11-19,95.129997,95.18,94.269997,94.879997,94.879997,1545300
2014-11-20,94.470001,95.660004,94.370003,95.199997,95.199997,682500
2014-11-21,96.440002,96.529999,95.18,95.309998,95.309998,1318900
2014-11-24,95.489998,95.889999,95.040001,95.260002,95.260002,990400
2014-11-25,95.529999,95.940002,94.860001,95.309998,95.309998,1547300
2014-11-26,95.269997,95.300003,94.25,94.769997,94.769997,650600
2014-11-28,94.860001,94.910004,93.83000200000001,94.440002,94.440002,583900
2014-12-01,94.18,94.190002,92.900002,93.550003,93.550003,948300
2014-12-02,93.75,95.099998,93.519997,94.480003,94.480003,2297100
2014-12-03,94.349998,95.57,94.33000200000001,95.360001,95.360001,840600
2014-12-04,95.050003,95.290001,94.33000200000001,94.839996,94.839996,1236500
2014-12-05,94.75,95.709999,94.650002,95.610001,95.610001,1283200
2014-12-08,95.5,95.970001,94.940002,95.309998,95.309998,868000
2014-12-09,94.110001,95.589996,93.93,95.559998,95.559998,931500
2014-12-10,95.059998,95.459999,94.209999,94.449997,94.449997,1296600
2014-12-11,95.0,95.849998,94.650002,94.93,94.93,1126800
2014-12-12,94.129997,94.620003,93.650002,93.699997,93.699997,899900
2014-12-15,94.160004,94.68,92.650002,92.910004,92.910004,920100
2014-12-16,92.540001,94.980003,92.540001,93.58000200000001,93.58000200000001,1109000
2014-12-17,93.589996,94.599998,92.870003,94.389999,94.389999,1076100
2014-12-18,95.529999,96.41999799999999,95.160004,96.410004,96.410004,1088600
2014-12-19,96.720001,97.190002,96.160004,96.900002,96.900002,1470600
2014-12-22,97.099998,97.5,96.489998,97.07,97.07,1284500
2014-12-23,97.440002,97.660004,97.099998,97.32,97.32,1050400
2014-12-24,97.400002,97.68,97.239998,97.360001,97.360001,511400
2014-12-26,97.599998,97.720001,97.040001,97.050003,97.050003,542200
2014-12-29,96.690002,97.459999,96.66999799999999,96.730003,96.730003,1057300
2014-12-30,96.610001,96.949997,96.220001,96.720001,96.720001,842800
2014-12-31,97.18,97.620003,96.010002,96.08000200000001,96.08000200000001,572000
2015-01-02,96.57,96.809998,94.910004,96.019997,96.019997,550200
2015-01-05,95.230003,95.449997,93.739998,93.970001,93.970001,1211100
2015-01-06,93.970001,94.379997,92.239998,93.029999,93.029999,1182700
2015-01-07,93.68,95.0,93.18,94.629997,94.629997,1446000
2015-01-08,94.660004,96.449997,94.660004,96.43,96.43,1024900
2015-01-09,95.610001,95.75,94.300003,94.610001,94.610001,1433100
2015-01-12,94.68,94.83000200000001,93.599998,94.010002,94.010002,1093600
2015-01-13,94.800003,95.550003,92.720001,93.470001,93.470001,1330300
2015-01-14,92.029999,93.66999799999999,92.029999,93.589996,93.589996,1592300
